Date,BTC,SOL
2023-10-19,28719.806640625,24.93791961669922
2023-10-20,29682.94921875,27.033674240112305
2023-10-21,29918.412109375,29.386228561401367
2023-10-22,29993.896484375,29.03668212890625
2023-10-23,33086.234375,31.850984573364258
2023-10-24,33901.52734375,30.15153694152832
2023-10-25,34502.8203125,32.46306610107422
2023-10-26,34156.6484375,32.77549362182617
2023-10-27,33909.80078125,31.73969841003418
2023-10-28,34089.57421875,31.653318405151367
2023-10-29,34538.48046875,32.822608947753906
2023-10-30,34502.36328125,34.962337493896484
2023-10-31,34667.78125,38.51951599121094
2023-11-01,35437.25390625,41.461544036865234
2023-11-02,34938.2421875,40.20756912231445
2023-11-03,34732.32421875,39.51976013183594
2023-11-04,35082.1953125,42.346595764160156
2023-11-05,35049.35546875,41.23860168457031
2023-11-06,35037.37109375,42.12858963012695
2023-11-07,35443.5625,43.09254455566406
2023-11-08,35655.27734375,43.18988800048828
2023-11-09,36693.125,45.444828033447266
2023-11-10,37313.96875,56.64385223388672
2023-11-11,37138.05078125,56.1026611328125
2023-11-12,37054.51953125,56.15409851074219
2023-11-13,36502.35546875,51.90705108642578
2023-11-14,35537.640625,56.838375091552734
2023-11-15,37880.58203125,65.5344009399414
2023-11-16,36154.76953125,57.871402740478516
2023-11-17,36596.68359375,58.41593551635742
2023-11-18,36585.703125,58.512725830078125
2023-11-19,37386.546875,61.393558502197266
2023-11-20,37476.95703125,56.53383255004883
2023-11-21,35813.8125,52.00047302246094
2023-11-22,37432.33984375,57.588558197021484
2023-11-23,37289.62109375,56.599369049072266
2023-11-24,37720.28125,56.86643981933594
2023-11-25,37796.79296875,58.84648895263672
2023-11-26,37479.12109375,57.6427001953125
2023-11-27,37254.16796875,55.06462097167969
2023-11-28,37831.0859375,58.19437026977539
2023-11-29,37858.4921875,59.25012969970703
2023-11-30,37712.74609375,59.24162292480469
2023-12-01,38688.75,59.80399703979492
2023-12-02,39476.33203125,63.83285903930664
2023-12-03,39978.390625,63.03996658325195
2023-12-04,41980.09765625,61.526615142822266
2023-12-05,44080.6484375,60.99483108520508
2023-12-06,43746.4453125,61.902957916259766
2023-12-07,43292.6640625,67.83782958984375
2023-12-08,44166.6015625,75.00243377685547
2023-12-09,43725.984375,72.25760650634766
2023-12-10,43779.69921875,74.70588684082031
2023-12-11,41243.83203125,70.36717224121094
2023-12-12,41450.22265625,68.54067993164062
2023-12-13,42890.7421875,70.76778411865234
2023-12-14,43023.97265625,75.62033081054688
2023-12-15,41929.7578125,72.36898803710938
2023-12-16,42240.1171875,73.47350311279297
2023-12-17,41364.6640625,71.00051879882812
2023-12-18,42623.5390625,74.34716033935547
2023-12-19,42270.52734375,72.9897689819336
2023-12-20,43652.25,82.19123077392578
2023-12-21,43869.15234375,93.85481262207031
2023-12-22,43997.90234375,98.00369262695312
2023-12-23,43739.54296875,107.59423065185547
2023-12-24,43016.1171875,112.48521423339844
2023-12-25,43613.140625,121.1464614868164
2023-12-26,42520.40234375,112.6767349243164
2023-12-27,43442.85546875,107.02379608154297
2023-12-28,42627.85546875,102.10456848144531
2023-12-29,42099.40234375,106.31151580810547
2023-12-30,42156.90234375,101.84508514404297
2023-12-31,42265.1875,101.50582122802734
2024-01-01,44167.33203125,109.50868225097656
2024-01-02,44957.96875,106.61122131347656
2024-01-03,42848.17578125,98.59443664550781
2024-01-04,44179.921875,105.0775375366211
2024-01-05,44162.69140625,99.97879028320312
2024-01-06,43989.1953125,93.85771942138672
2024-01-07,43943.09765625,89.2763442993164
2024-01-08,46970.50390625,97.79044342041016
2024-01-09,46139.73046875,99.40918731689453
2024-01-10,46627.77734375,102.03302001953125
2024-01-11,46368.5859375,99.90943908691406
2024-01-12,42853.16796875,91.72090911865234
2024-01-13,42842.3828125,95.73004913330078
2024-01-14,41796.26953125,94.13314056396484
2024-01-15,42511.96875,94.49022674560547
2024-01-16,43154.9453125,97.62691497802734
2024-01-17,42742.65234375,102.0635986328125
2024-01-18,41262.05859375,94.2509536743164
2024-01-19,41618.40625,93.38616943359375
2024-01-20,41665.5859375,92.56983947753906
2024-01-21,41545.78515625,90.84843444824219
2024-01-22,39507.3671875,83.62281036376953
2024-01-23,39845.55078125,84.27450561523438
2024-01-24,40077.07421875,88.73200988769531
2024-01-25,39933.80859375,86.88921356201172
2024-01-26,41816.87109375,92.44236755371094
2024-01-27,42120.0546875,94.16321563720703
2024-01-28,42035.59375,95.93798065185547
2024-01-29,43288.24609375,101.56666564941406
2024-01-30,42952.609375,101.47297668457031
2024-01-31,42582.60546875,97.0287094116211
2024-02-01,43075.7734375,97.84669494628906
2024-02-02,43185.859375,100.44052124023438
2024-02-03,42992.25,97.8799819946289
2024-02-04,42583.58203125,95.47695922851562
2024-02-05,42658.66796875,95.54866027832031
2024-02-06,43084.671875,96.86107635498047
2024-02-07,44318.22265625,100.97927856445312
2024-02-08,45301.56640625,102.78563690185547
2024-02-09,47147.19921875,106.93333435058594
2024-02-10,47771.27734375,109.1314697265625
2024-02-11,48293.91796875,107.49528503417969
2024-02-12,49958.22265625,111.99275207519531
2024-02-13,49742.44140625,112.57930755615234
2024-02-14,51826.6953125,116.97632598876953
2024-02-15,51938.5546875,113.69940948486328
2024-02-16,52160.203125,110.44591522216797
2024-02-17,51662.99609375,108.98401641845703
2024-02-18,52122.546875,112.17467498779297
2024-02-19,51779.14453125,111.4853286743164
2024-02-20,52284.875,108.45964050292969
2024-02-21,51839.1796875,105.1252212524414
2024-02-22,51304.97265625,101.66979217529297
2024-02-23,50731.94921875,99.95469665527344
2024-02-24,51571.1015625,104.1335220336914
2024-02-25,51733.23828125,103.4534912109375
2024-02-26,54522.40234375,109.91853332519531
2024-02-27,57085.37109375,108.3880844116211
2024-02-28,62504.7890625,118.05220031738281
2024-02-29,61198.3828125,125.71151733398438
2024-03-01,62440.6328125,129.9904022216797
2024-03-02,62029.84765625,129.70018005371094
2024-03-03,63167.37109375,130.45086669921875
2024-03-04,68330.4140625,133.194580078125
2024-03-05,63801.19921875,125.70671081542969
2024-03-06,66106.8046875,130.7420196533203
2024-03-07,66925.484375,143.9778594970703
2024-03-08,68300.09375,145.2400360107422
2024-03-09,68498.8828125,144.6072540283203
2024-03-10,69019.7890625,144.5151824951172
